,title,vote_average,release_date,runtime,genres
482987,Unwanted Guest,0.0,2011-11-30,84,Drama
598388,The Wasteman,0.0,2024-06-20,81,Drama
921507,Animelo Summer Live 2009 RE:BRIDGE 8.22,0.0,2010-02-24,330,Music
130889,Mystification ou L'histoire des portraits,5.0,2003-11-25,61,Drama
680191,Aquitaine Lioness,0.0,2013-08-01,205,"TV Movie, Drama"
134775,Mad Love,7.1,1921-09-09,82,"Drama, Romance"
868183,Eine Hochzeit und (K)ein Todesfall,0.0,2001-01-01,95,Comedy
330802,Kriegsbilder,7.0,1996-12-01,93,Drama
339683,Sex Machine,2.0,2005-12-28,105,"Drama, Action, Comedy, Thriller, Mystery, Romance"
302566,Princess Enchanted Tales - A Kingdom of Kindness,10.0,2005-09-01,130,Animation
35608,Jimmy Carr: Comedian,7.544,2007-11-05,93,Comedy
315086,Her Master's Voice,6.0,1936-01-17,75,Comedy
108292,It's Happening Tomorrow,5.6,1988-05-18,87,"Adventure, Comedy, History"
111820,A Wild Bird,5.0,1921-10-18,92,Drama
20791,"Bon Voyage, Charlie Brown (and Don't Come Back!)",6.401,1980-05-30,75,"Family, Animation, Comedy"
5549,Pete's Dragon,6.333,1977-11-03,128,"Fantasy, Animation, Comedy, Family"
5710,Sleepaway Camp,6.3,1983-11-18,85,Horror
771604,The Smashing Pumpkins: Night Prayers,0.0,1998-05-28,217,Music
69548,Cracked,5.409,2022-02-24,93,"Horror, Thriller"
389034,The Fate of Bineta,0.0,2023-06-23,90,Drama
104483,Journey of the Doomed,5.7,1985-01-01,92,"Action, Drama"
51994,New Kung Fu Cult Master,4.8,2022-01-28,114,"Action, Fantasy"
169648,The Circle,7.5,2023-02-13,108,Documentary
159679,Rebels Of The Cities,4.3,1972-08-01,93,"War, Drama"
156916,Smokey Bites the Dust,2.2,1981-10-01,87,"Action, Comedy, Romance"
134661,Some Southern Waters,1.8,2020-12-03,78,"Mystery, Thriller"
147944,Photographer,5.3,2006-10-28,147,Drama
291260,Design Canada,7.0,2018-06-13,74,Documentary
306170,The Hole,8.0,1989-01-01,70,Comedy
205202,Everything is Spiritual,4.5,2007-11-06,78,Documentary
572932,Garuda Purana,0.0,2023-03-11,139,"Drama, Thriller"
142660,"Stanley, a Man of Variety",5.5,2016-10-07,84,Comedy
306500,The Black Keys: Live,8.5,2005-10-04,65,Music
83350,KL Gangster,6.3,2011-06-09,81,"Action, Crime, Drama"
193507,For Rent,9.0,2021-05-26,88,"Drama, Comedy"
339386,The Unknown Trilogy,2.0,2008-01-29,90,"Horror, Thriller"
376853,A Night Of Rhythm & Dance (Waldbühne 2000),0.0,2006-05-01,112,Music
1296,Jennifer's Body,5.912,2009-09-18,107,"Horror, Comedy"
518007,The Price of Death,0.0,2022-08-29,84,"Western, Action"
692890,Singula,0.0,2023-04-13,76,"Science Fiction, Drama"
20582,Robot Riot,5.841,2020-12-23,85,"Action, Science Fiction"
103660,Suspended Animation,4.8,2001-01-01,114,"Horror, Thriller"
604845,Hans Akela,0.0,2005-02-11,78,Documentary
646836,The Farm,0.0,2029-10-26,115,"Horror, Mystery, Thriller"
655778,Twinkle 4 You,0.0,2023-07-07,164,"Music, Animation"
55944,Hell's Trap,5.118,1990-10-11,76,"Drama, Action, Thriller"
80741,The Rodeo Thief,7.3,2021-03-02,82,Western
311301,Fighter,8.0,2011-01-07,160,"Action, Drama, Romance"
104196,I'll Come Running,6.5,2008-01-08,112,"Drama, Romance"
127896,Das Dorf des Schweigens,7.2,2015-07-01,90,Crime
889397,Alone in the Night,9.0,1945-11-21,95,Crime
744341,Dog Ends,0.0,1984-07-17,80,"Comedy, TV Movie"
793876,Excavating Taylor Mead,0.0,2005-10-08,89,Documentary
830250,Assassin,0.0,2019-03-31,96,"Comedy, Action, Thriller, Drama"
87632,Black Sheep,5.6,2009-09-11,85,"Action, Adventure"
844700,Forgotten Men,0.0,1933-02-13,75,"War, Documentary"
166884,Double Deception,3.7,2000-03-31,87,"Action, Thriller"
65039,Save and Protect,5.346,1989-01-01,168,Drama
8879,Gainsbourg: A Heroic Life,6.918,2010-01-20,130,Drama
798174,Lorna,0.0,1987-06-02,85,"TV Movie, Drama"
144937,The Cure Against Fear,7.0,1978-11-06,94,"Crime, Mystery, Drama"
37225,Doraemon: Nobita and the Animal Planet,7.016,1990-03-10,99,"Fantasy, Animation, Adventure"
130427,Cold Front,5.5,1990-06-09,96,Crime
846345,"In Love, Every Pleasure Has Its Pain",0.0,1971-12-20,96,Comedy
960224,Across the Don,0.0,2016-09-09,86,Documentary
867477,Mumbai Love,0.0,2014-01-22,125,"Romance, Comedy"
331124,Meet the Girls,3.0,1938-10-06,60,"Crime, Comedy"
357824,Umi wa furimukanai,0.0,1969-09-17,88,"Drama, Romance"
137034,The Day the Sun Fell,7.0,2015-08-09,79,"History, Documentary"
59439,The Weight,5.467,2013-04-10,107,Drama
843590,The Wiggles - Wiggle House,0.0,2014-06-21,78,Family
479650,Le Coeur Etincelant,0.0,1995-01-01,100,Drama
995985,Legend of Gumushgol,0.0,1984-05-02,92,"Drama, Comedy, Romance"
183632,School for Fathers,7.0,1957-11-08,107,Drama
89326,The Wolves,6.2,2014-12-06,107,Drama
113301,Marupakkam,6.2,1990-02-26,85,Drama
921268,Blithe Spirit,0.0,1966-12-07,85,"Comedy, Fantasy, TV Movie"
126993,Running Cool,6.9,1993-09-15,107,"Drama, Comedy, Action"
75824,Emanuelle: Queen Of The Desert,3.2,1982-01-01,94,"Adventure, Drama, Action, Thriller, Romance, War"
62874,Voodoo Woman,4.536,1957-04-11,75,"Science Fiction, Horror"
13653,The Ax,6.9,2005-03-02,122,"Comedy, Crime, Drama, Thriller"
51011,One Way Ticket to the Moon,6.316,2013-11-08,126,Drama
44619,Beyond Therapy,3.771,1987-02-27,93,Comedy
113556,History Lessons,5.6,2000-06-21,65,"Comedy, History"
305701,Ghost Story of Kam Pin Mui,2.0,1991-06-22,101,"Horror, Fantasy, Drama"
774400,Zen and War,0.0,2009-01-01,60,"Documentary, History, War"
63973,Never Again as Before,5.8,2005-01-01,106,"Drama, Comedy"
141719,Revolt of the Praetorians,6.4,1964-09-04,95,"Drama, History"
57454,I Know You Know,5.875,2009-02-05,81,"Thriller, Drama, Comedy"
168187,Together,2.0,2013-02-13,96,Romance
405788,Thick 'n Creamy,0.0,1985-01-01,83,Fantasy
746667,Love and Death,0.0,1971-06-05,92,"Drama, Romance"
84466,Siren's Call,7.7,2018-12-07,93,Comedy
906289,Ahmad Jamal & Gary Burton - Live At Midem 1981,0.0,1990-06-20,60,Music
192268,Green Eyed Monster,1.5,2007-09-20,84,Thriller
81197,Dangerous Living: Coming Out in the Developing World,4.5,2003-06-07,62,Documentary
168968,Democracy for $ale,7.2,2020-10-27,85,Documentary
27961,Tout nous sourit,5.78,2021-10-20,98,Comedy
800550,I Razor,0.0,2013-05-27,109,Fantasy
309248,John Caparulo: Come Inside Me,8.0,2013-08-25,71,Comedy
940212,Søsken på Guds jord,0.0,1983-08-24,78,Drama
124195,Tokyo Lullaby,6.2,1997-06-20,86,Drama
935988,One League of Sky,0.0,1974-01-01,105,Drama
875632,Heavenly Days,0.0,1944-10-20,71,Comedy
259172,Oru Bilathi Pranayam,6.0,2016-10-16,113,"Comedy, Romance"
202030,First Floor,5.5,1990-01-01,70,"Drama, Romance"
473752,Impossibly Nude Idol Yuri Himeno,0.0,2012-02-01,120,Documentary
62689,The Book of Manning,8.107,2013-09-24,120,Documentary
646731,Confessions of the D.A. Man,0.0,1978-01-20,92,"Crime, Drama, TV Movie"
461713,Picasso,0.0,1989-01-01,63,"TV Movie, Drama"
39872,Portrait of Love,5.714,2015-03-14,83,"Romance, TV Movie"
140733,Poison Arrows,4.0,2022-12-20,95,"Comedy, Crime"
549,Rush,7.708,2013-09-02,123,"Drama, Action"
305485,Katz and Carrasso,7.25,1971-06-06,110,"Romance, Comedy"
429404,Emergency Exit: Young Italians Abroad,0.0,2014-05-01,68,Documentary
216100,Maria Queen of Romania,7.0,2018-01-01,72,"History, TV Movie, Documentary"
104624,Hello Dracula 2: Son of the Vampire,5.75,1987-01-01,87,"Comedy, Horror, Fantasy, Adventure"
905482,Little Orphan Annie,0.0,1938-12-02,60,Drama
721404,Killing Rainbow,0.0,2024-06-30,120,Thriller
169220,A Lifeguard's Obsession,3.7,2023-03-10,90,"Thriller, TV Movie"
96488,"Louis 19, King of the Airwaves",5.6,1994-04-01,95,Comedy
151306,One Fine Christmas,6.3,2019-11-15,84,"Drama, Comedy, TV Movie"
272055,Naseema,6.0,1983-03-04,109,Drama
242271,The Last Road,1.0,1997-01-01,90,Drama
685274,Chakratheertha,0.0,1967-10-06,151,"Family, Drama"
125378,The Reward's Yours... The Man's Mine,4.4,1969-12-22,106,Western
892435,Navajo Film Themselves,0.0,1966-02-13,144,Documentary
163869,Look at this City,5.0,1962-08-12,85,Documentary
1042946,Siedmiomilowe trampki,0.0,1993-01-01,67,"Adventure, Animation, Family, Fantasy"
27429,Press Play,6.725,2022-06-16,85,"Music, Romance, Science Fiction"
698569,Depeche Mode - Strange & Strange Too,0.0,2023-12-08,68,Music
341404,Honor,8.0,2010-05-03,119,"Crime, Drama"
648965,Plague,0.0,2024-01-19,100,Drama
35551,Queen Bees,6.206,2021-06-11,101,"Romance, Comedy"
171511,The Peacock,5.3,2023-03-09,106,"Comedy, Drama"
774097,Mudang: Reconciliation Between the Living and the Dead,0.0,2003-09-05,105,Documentary
321747,Fredrikssons fabrikk – The movie,8.0,1994-12-26,92,Comedy
41453,Luther the Geek,5.3,1989-07-01,80,"Horror, Comedy"
24532,No Man's Land: The Rise of Reeker,4.653,2008-05-01,88,"Horror, Thriller"
343206,In Old Amarillo,6.0,1951-05-15,67,Western
1030635,Bert Newton: Let Me Entertain You,0.0,2021-10-31,69,Documentary
164386,40 grados a la sombra,4.0,1967-12-21,90,Comedy
745358,As Far as Love Can Go,0.0,1971-10-20,90,Drama
632549,「Iru.」~ Kowasugiru Tōkō Eizō 13-hon ~ Vol.40,0.0,2021-11-03,60,Horror
136757,Monsieur Hawarden,6.2,1968-04-01,109,Drama
128716,Women in Prison,5.2,1985-01-01,106,Drama
62930,Come Dance with Me!,6.1,1959-12-28,91,"Drama, Crime, Mystery"
319349,Submission,1.0,1969-01-01,73,Drama
144652,Once More,6.2,1947-04-01,118,"Romance, Drama"
319404,H-Bomb,5.5,1971-01-08,98,Action
103523,Cops XXX: The Parody Too,7.2,2010-10-22,103,Comedy
170702,Summer Frenzy,5.5,1964-02-04,105,Comedy
449766,"Little sister is ripe, and the plan is to force while the gf is away. For 2 days while she’s away, relentlessly seeded and raped. Yuuhi Shidara",0.0,2024-06-04,150,Drama
12404,Ready to Wear,5.3,1994-12-23,133,Comedy
989840,Bridge,0.0,2020-06-19,86,Drama
434409,TS Eliot: Into 'The Waste Land',0.0,2022-10-13,79,Documentary
98797,The Sister in Law,3.1,1974-07-04,85,Drama
247273,Prophet,6.5,2022-11-11,140,"History, Drama"
60638,Just Something Nice,7.3,2022-11-17,116,"Comedy, Drama, Romance"
88921,The Children Thief,5.5,1991-09-25,110,Drama
30239,Selah and the Spades,5.3,2019-01-27,97,Drama
341927,Birds of a Feather,3.0,2013-06-25,79,Drama
1030986,La ferme à Gégé,0.0,2021-08-26,72,Documentary
841728,The Future Cries Beneath Our Soil,0.0,2018-09-14,95,Documentary
192416,Wer die Erde liebt,5.5,1974-01-11,72,Documentary
984748,Cosmetic DNA,0.0,2020-09-18,111,"Action, Drama"
56719,Immigrants (L.A. Dolce Vita),4.844,2008-10-30,78,"Comedy, Animation"
133083,Vacaciones en Acapulco,5.2,1961-05-22,95,"Comedy, Adventure, Romance"
971408,Treasure Island,0.0,1917-11-18,60,Adventure
838260,To Love Somebody,0.0,2014-02-24,90,Drama
448927,"[Moodyz Exclusive x S-Tier Series] Mixed Body Fluids, Deep Sex 13 Shot Non-Stop SP Shoko Takahashi",0.0,2018-12-01,200,Documentary
890701,Open House,0.0,2004-05-07,96,"Music, Comedy"
19040,Class Act,5.962,1992-06-05,98,"Comedy, Drama"
778894,Mark Lamarr - Uncensored And Live,0.0,1999-01-10,66,Comedy
378328,Kiddo,0.0,2023-02-19,91,"Family, Drama"
514247,High School Life 2,0.0,1996-02-13,105,"Comedy, Drama, Family"
582008,Amuse Bouche,0.0,2024-03-07,191,"Drama, Romance"
262920,The Lost Romance,10.0,1968-08-21,93,"Romance, Drama"
1041365,"Adventures of 2017 – Standard Gauge, Mainline & Railway Museum",0.0,2018-06-18,70,Documentary
508796,Atash-e penhan,0.0,1990-01-01,80,"Action, War"
150633,The Last Reel,6.3,2014-12-07,105,Drama
900346,El último caso del detective Prado,0.0,2006-01-02,150,"Romance, Action, Drama, Comedy"
284981,Assicurasi vergine,5.0,1967-04-03,87,Comedy
116282,The Hangman Waits,4.6,1947-06-01,63,"Crime, Drama, Horror"
5057,Bad Santa 2,5.351,2016-11-23,92,"Comedy, Crime, Drama, Mystery"
931899,The Cloth Peddler,0.0,1917-01-04,420,"Comedy, Drama"
314383,Rhythm in the Clouds,5.0,1937-06-21,62,"Music, Comedy"
741958,Nimisham,0.0,2018-02-16,121,"Drama, Thriller"
231092,A Miraculous Nipple-Tweaking Rejuvenation Massage 2 A Nipple & Cock Double Stimulation Harlem That's Guaranteed To Make You Cum!!,10.0,2020-05-09,195,Documentary
101115,Big Rig,5.333,2007-03-10,96,Documentary
93319,An Ecology of Mind,4.6,2010-09-03,60,"Documentary, History"
464056,On the Trail of Bigfoot: The Ancients,0.0,2024-08-06,140,Documentary
127605,Jesse James vs. The Black Train,1.5,2018-05-01,80,Western
113300,The Wolf of the West Coast,4.6,2002-08-27,132,"Mystery, Crime, Drama"
15615,"Sex, Party and Lies",4.6,2009-03-27,107,"Comedy, Drama"
66564,State Secret,6.6,1950-09-11,104,"Drama, Romance, Thriller"
787356,Limp Fangs: The Adventures of Count Malt Liquela,0.0,1996-06-07,100,Horror
48428,Magic Mountains,6.0,2020-02-12,80,"Thriller, Mystery"
344073,The Last Moment,10.0,1928-02-15,60,Drama
330593,The Girl I Want,2.0,1990-08-29,92,Comedy
920585,The New Beverly Hills Girls,0.0,1991-01-01,90,"Thriller, Action"
481235,Barely Legal,0.0,2021-08-07,84,Documentary
720438,When Fish Begin to Crawl,0.0,2023-04-15,65,Documentary
820241,48 Days Part 2,0.0,2014-01-01,60,"Horror, Thriller"
534342,Ebony Hustle 2: Ballistic Protection,0.0,2024-03-12,95,"Thriller, Crime"
879190,Paandi Naattu Thangam,0.0,1989-06-19,130,"Romance, Drama, Action"
312885,The Unemployment Club,10.0,2001-01-01,98,Comedy
21773,One Wonderful Sunday,7.26,1947-07-01,108,"Drama, Romance"
10206,Little Man Tate,6.506,1991-09-06,99,"Drama, Family"
1011701,"Karla, Rosalie und das Loch in der Wand",0.0,2022-01-14,89,"Comedy, Drama, Family, TV Movie"
70491,Natural Enemies,6.0,1979-11-01,100,"Drama, Thriller"
871452,Profis - Ein Jahr Fußball mit Paul Breitner und Uli Hoeneß,0.0,1979-06-03,94,Documentary
292537,Alone in the Game,8.0,2018-06-28,96,Documentary
474408,Tales of the Bizarre: 2002 Spring Special,0.0,2002-03-27,112,"TV Movie, Science Fiction, Thriller, Drama, Fantasy, Horror"
255980,Maria Bethânia: Pedrinha de Aruanda,10.0,2007-09-14,62,Documentary
713252,How Much Is a Life Worth?,0.0,2013-06-13,67,Documentary
554080,Kitchen Triptych,0.0,2018-05-16,90,Documentary
99193,Paul Virzi: Nocturnal Admissions,5.857,2022-06-23,65,Comedy
90014,The Heart of the Bear,2.5,2001-09-06,124,"Drama, Romance"
297094,The Siege of Venice,6.5,1991-11-14,75,Comedy
53083,An Episode in the Life of an Iron Picker,6.5,2013-08-09,75,Drama
161736,One World Agenda: The Illuminati,4.3,2015-07-21,86,Documentary
58915,A Normal World,6.333,2020-09-11,103,Drama
117214,Love & Debt,5.0,2019-09-21,98,"Drama, Comedy"
206357,The Truth About Youth,5.5,1930-11-03,69,"Drama, Romance"
170985,Her Cry: La Llorona Investigation,3.667,2013-10-25,89,Horror
78445,What We May Become,6.0,2018-08-12,94,Romance
133350,Superman,6.375,1990-01-01,131,Action
335680,A Winter Tale,8.0,2007-04-11,100,Drama
327943,Francesco,7.0,2014-12-08,193,"Drama, History, TV Movie"
879794,Glimpse 8,0.0,2007-01-01,139,Documentary
788584,Five Minutes of Paradise,0.0,1959-07-23,65,Drama
67923,The Most Dangerous Man in Europe: Otto Skorzeny's After War,6.7,2020-01-29,68,"Documentary, History"
938477,"To Seaside, Everybody!",0.0,1952-01-01,86,Comedy
760020,The Imaginary Baron,0.0,1927-03-04,91,Comedy
56766,Contaminated Man,4.625,2000-12-17,100,"Thriller, Science Fiction"
899078,White Lake,0.0,1992-06-30,70,"Drama, Family"
21590,The Lineup,7.059,1958-06-11,87,"Action, Crime, Drama, Thriller"
1033014,Nasim,0.0,2021-10-26,123,Documentary
266271,Blonde Ambition,2.0,2019-04-01,101,"Drama, Romance"
212844,Trixie & Katya Live - The Last Show,9.0,2023-06-01,105,Comedy
685631,House Without Address,0.0,2010-09-01,97,"Thriller, Drama"
891179,The Devil Dancer,0.0,1927-11-03,73,"Drama, Romance"
759257,In Old Kentucky,0.0,1919-12-15,70,"Drama, Romance"
77236,AEW Full Gear,7.5,2021-11-13,238,"Action, Drama"
164380,Vente a ligar al Oeste,7.0,1972-01-24,90,Comedy
80653,Wives Under Suspicion,5.9,1938-06-03,69,"Crime, Drama"
875790,That Night with You,0.0,1945-09-28,84,Comedy
909190,We Found a Naked Woman,0.0,1934-05-18,79,Comedy
27078,The Thompsons,4.651,2012-08-21,84,"Horror, Thriller"
114381,A Roof Overhead,4.6,2006-06-10,104,Drama
149093,The Franchise Affair,6.7,1951-02-19,88,"Mystery, Crime, Drama"
878209,Johnny Appleweed,0.0,2008-03-16,89,"Drama, Comedy"
668912,Pancho Talero en Hollywood,0.0,1931-06-11,70,Comedy
128537,The Cosmic Eye,6.2,1986-06-06,71,"Animation, Science Fiction, Music"
34015,Something Wicked,4.608,2014-04-04,95,"Mystery, Thriller"
326699,Lusty Hot Spring,1.0,1999-08-27,67,Drama
64438,The Beasts' Carnival,6.0,1980-12-03,91,"Crime, Horror"
306376,Milad - My planet...,4.0,2015-03-22,64,"Documentary, Drama"
419673,"Vanilla, Strawberry & Chocolate",0.0,2018-11-16,120,"Family, Drama"
524,Grease,7.394,1978-07-07,110,"Romance, Comedy"
127729,Three Suns,2.0,2004-02-26,102,"Drama, History, Adventure"
938487,Mother,0.0,2012-11-01,65,Drama
844217,Jeremy's Family Reunion,0.0,2005-01-01,86,Comedy
774953,Portal 2: The (Unauthorized) Musical,0.0,2017-03-04,113,"Comedy, Music"
64183,The Red Menace,4.2,1949-08-01,81,Crime
345487,"Love, Honor & Obey: The Last Mafia Marriage",6.0,1993-05-23,155,"Drama, TV Movie"
233994,Wangdrak's Rain Boots,6.0,2018-02-26,90,Drama
642614,Home For The Holidays,0.0,2022-12-15,85,Drama
125968,Adventure with a Song,5.5,1969-06-27,93,"Comedy, Music"
952950,Near the clouds,0.0,2006-03-20,74,Documentary
43596,Dibu: La Película,6.5,1997-07-10,105,"Animation, Comedy"
87334,Lucky Kids,6.8,1936-09-19,93,"Romance, Comedy, Music"
81936,Homoti,4.0,1987-01-01,81,"Science Fiction, Comedy, Fantasy, Adventure"
144571,Beneath,6.0,2014-06-03,76,"Thriller, Horror, Mystery"
127706,Lur & Amets,5.3,2020-02-07,84,"Animation, Adventure, Family"
60071,Ram Lakhan,7.0,1989-01-27,174,"Action, Drama"
306294,The Penguins of Madagascar: Operation Special Delivery,1.0,2014-11-04,150,"Family, Comedy"
986516,The Traces Go Beyond the Horizon,0.0,1965-06-07,85,Drama
15785,Robots,5.808,2023-04-26,93,"Comedy, Science Fiction, Romance, Fantasy"
476451,El precio de una vida,0.0,1947-10-23,72,"Drama, Romance"
126622,Fearless Fagan,5.2,1952-08-15,79,Comedy
10275,Smiley Face,5.988,2007-11-16,84,Comedy
820403,Forbidden to the Public,0.0,1949-12-02,86,Comedy
328054,Little Big Shot,6.0,1935-09-07,78,"Comedy, Crime"
790589,The Happy Ending,0.0,1931-10-01,72,Drama
935321,Mas Merah,0.0,1961-01-01,105,Drama
120277,Well Done Abba,6.0,2010-09-16,144,Comedy
660306,The Peacemakers,0.0,2011-12-23,148,"Action, Science Fiction, Thriller, Romance, Horror"
543055,Time Scanners: Jerusalem,0.0,2016-01-19,60,Documentary
267756,As Amantes de um Jumento,10.0,1987-09-01,63,Drama
878641,Aag,0.0,1948-08-06,138,"Romance, Drama"
107306,Once You Know,6.5,2021-09-22,105,Documentary
790942,The Blueberry Farmer,0.0,2018-10-21,103,Documentary
1000742,Mister Dollar,0.0,1989-01-18,123,"Comedy, TV Movie"
325206,Most Shocking Celebrity Moments 2015,5.0,2015-12-27,139,"Documentary, Comedy"
164937,The Naked Man,5.0,1968-07-18,99,Comedy
59623,Adventures of Joselito and Tom Thumb,5.4,1960-09-29,87,"Drama, Family, Music"
199775,Too Tired to Hate,7.5,1995-11-23,90,"Drama, Crime"
93590,The Wicked Go to Hell,7.0,1955-12-07,93,"Drama, Crime"
14670,The Haunting of Molly Hartley,4.34,2008-10-31,82,"Drama, Horror"
127497,An Ideal Husband,6.8,1999-05-18,90,Comedy
216428,A Matter of Cunning,5.0,1983-01-01,92,"Romance, TV Movie"
236106,Kirrak Party,7.0,2018-03-16,153,"Drama, Comedy, Romance"
90743,Little Big Boy,2.5,2010-12-01,90,"Action, Adventure, Comedy, Horror"
52468,Alexandria… Why?,6.2,1979-10-06,133,"Drama, War"
89761,Madame Mayor,7.0,1960-01-30,75,Comedy
54123,The Consequence,5.7,1977-12-02,100,"Drama, Romance"
305324,The Cuckoos,9.0,1930-05-04,97,Comedy
84928,Gethu,4.0,2016-01-14,118,"Action, Thriller"
345544,The Zen Mind,8.0,2007-01-01,60,Documentary
805058,Being Mitsuko,0.0,2011-12-17,106,Drama
999563,Under Execution Under Jailbreak,0.0,2016-08-17,80,Mystery
340866,Behind the Mask: The Story of 'The Phantom of the Opera',10.0,2005-05-02,67,Documentary
310220,Chitchor,5.0,1976-01-01,105,"Drama, Romance"
350174,Ghett'a Life,5.0,2011-12-02,104,Drama
45761,Ghosts and the Afterlife,9.565,2022-10-15,90,Documentary
511626,Disco Elysium,0.0,2019-10-17,180,"Comedy, Crime, Drama, Mystery"
264101,Crystal City,7.0,2019-03-29,86,Documentary
997790,Cody: Wrong Stuff,0.0,1995-08-24,90,"TV Movie, Drama"
46644,The Kangaroo Conspiracy,6.136,2022-08-25,101,Comedy
277716,Portraits of the Future,5.0,2022-05-05,88,Documentary
82374,"Dr. Black, Mr. Hyde",5.333,1976-01-01,85,"Horror, Science Fiction"
113583,Groom's Block,5.4,2017-03-15,104,"Drama, Crime"
274505,Heavy Armor,4.0,2020-11-08,75,"Action, Science Fiction, Adventure, Mystery"
882782,Kimberley Jim,0.0,1963-09-25,83,"Music, Comedy"
848617,Olaf Schubert - Boykott,0.0,2009-09-18,76,Comedy
87949,Tell Spring Not to Come This Year,6.8,2015-02-07,87,"War, Documentary"
72483,Walt Disney's Academy Award Revue,6.3,1937-05-18,75,"Family, Animation"
159041,Shakalaka Boom Boom,4.3,2007-04-06,129,"Drama, Romance"
162437,The Dean Martin Christmas Show,8.2,1968-12-19,60,"Comedy, Music, TV Movie"
84574,Snow Job,5.938,1965-09-24,108,"Thriller, Comedy"
329145,Anna the Proletarian,2.0,1953-02-20,140,Drama
334966,Robbin' in da Hood,1.0,2009-06-16,81,"Action, Comedy"
